"","kit_germfree1","kit_germfree3","kit_germfree4","kit_microbiota1","kit_microbiota2","kit_microbiota3"
"LOC107275293",0.427006254144122,0.45398807519995,0.41911087172866,0.486185669548203,0.398556601429256,0.39983711575676
"LOC107275294",7.80434453660545,8.19765260489969,7.93080150794049,7.60647333297851,7.56549342685778,6.71307215143507
"LOC107275295",6.73484295738548,6.62919124589699,6.55614998693014,7.07454827486107,7.1284032593577,7.14151970707702
"LOC107275296",0,0,0,0,0,0
"LOC107275297",0,0,0,0,0,0
"LOC107275300",5.46336567575594,5.62855013284863,5.61974984584432,6.35944805038416,5.99331805308416,6.1472466903678
"LOC107275302",5.67757307338511,5.68055205924184,5.55485088592852,5.51475314610091,5.6288630489387,5.78531800261873
"LOC107275304",5.61063126980359,4.76269214779512,5.20066016796594,5.2681259532558,5.92653567578945,5.28092140187541
"LOC107275306",1.71334320939808,1.6116932157905,1.6275280776178,1.69602740474979,1.71932280112942,1.72428953232999
"LOC107275307",1.18592896541431,1.13768849666475,1.10137717458403,1.16939838036977,1.11973748418142,1.08263082201473
"LOC107275308",8.12917940668349,7.99636447505106,8.14457276313816,8.65426119827408,8.79666902304332,8.55996630167126
"LOC107275309",4.53891492450404,4.4513436175845,4.64420138129234,4.88745648672623,4.92631884269016,4.98076956406829
"LOC107275311",-0.0392476245858411,-0.0633414190160006,-0.118816589959142,-0.118354375848563,-0.118963903151678,-0.118042565661385
"LOC107275312",9.33545911426212,9.34369966832541,9.31192350872663,9.96213913354117,9.88852001939627,9.94519642468278
"LOC107275315",-0.104140467288258,-0.0510712713590217,-0.13219847529341,-0.131742808006435,-0.132343691503897,-0.107152278400829
"LOC107275316",10.4046764854225,10.4402744566573,10.418878242175,10.838470473336,10.7789192284252,10.8403300825859
"LOC107275319",-1.96496387723056,-1.96484032031969,-1.96642671396444,-1.9658718349309,-1.96661364277425,-1.95650228857342
"LOC107275320",-1.96490925458673,-1.96479432659383,-1.96626993031566,-1.95736489027658,-1.96644380446624,-1.9654275153884
"LOC107275321",0,0,0,0,0,0
"LOC107275322",7.25902904526575,7.43252944896735,7.41566508407519,9.01177159160664,8.92820456190135,8.85889672358215
"LOC107275323",0,0,0,0,0,0
"LOC107275324",1.01479219958679,1.01615561697923,0.959842466783882,1.02690751242392,1.01743961944297,1.00890128494104
"LOC107275325",5.88071179872425,5.79332452025326,6.05244660278398,6.1429816852573,5.96652915512384,6.25599539774561
"LOC107275326",-0.724377640814109,-0.72430323459882,-0.725167828912101,-0.660581864630523,-0.706079869006996,-0.724698188760349
"LOC107275327",-1.96496387723056,-1.96484032031969,-1.96642671396444,-1.9658718349309,-1.96661364277425,-1.95650228857342
"LOC107275328",-1.48744470625475,-1.47077327731494,-1.49011225498692,-1.48910040805408,-1.47400701075616,-1.48846073521376
"LOC107275330",0,0,0,0,0,0
"LOC107275331",0,0,0,0,0,0
"LOC107275332",-0.259567146641494,-0.285682059825975,-0.286889011342415,-0.26418434435237,-0.267541618718772,-0.239326562131141
"LOC107275333",0,0,0,0,0,0
"LOC107275334",0.477306211090899,0.477482009713331,0.475436693056731,0.541326370950237,0.513708165641488,0.567841827712681
"LOC107275335",2.89280445165698,3.05484287570891,3.0185757260994,2.79573511355776,2.77940616428124,2.70315349543351
"LOC107275336",0,0,0,0,0,0
"LOC107275337",4.68228808687067,4.52175210983135,4.56310913741047,5.22353833733768,4.83774328240747,5.32610623052437
"LOC107275339",0,0,0,0,0,0
"LOC107275340",0.514851979376585,0.515027957205783,0.589812818386845,0.578024838809647,0.569104866662396,0.514093648184603
"LOC107275341",5.61566749937414,5.78294530770306,5.66789117923074,5.48154661711238,5.71977704006942,5.3746322888563
"LOC107275342",5.8894524537858,6.77511553787186,6.34412251369811,4.40871535914332,4.23567382140875,4.32144832735112
"LOC107275344",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275345",-0.587508413457036,-0.61362690503094,-0.614586521283904,-0.549061770782781,-0.614685654072894,-0.614065056486136
"LOC107275346",0,0,0,0,0,0
"LOC107275347",0,0,0,0,0,0
"LOC107275348",0,0,0,0,0,0
"LOC107275349",0,0,0,0,0,0
"LOC107275351",0.96123604427702,1.03789929066956,0.926432625582385,0.929554812554905,0.925436294871233,0.93165786553107
"LOC107275352",0.348840005668252,0.375638388483676,0.417429709469274,0.321482921149875,0.320691497883577,0.321888075350054
"LOC107275353",-1.0842472837432,-1.08396197543369,-1.0867205077186,-1.08634387125703,-1.05050037750251,-1.06470842073328
"LOC107275354",0,0,0,0,0,0
"LOC107275355",0.208055560086743,0.311925552247987,0.246800188494863,0.207030358269895,0.225991276014383,0.20741135005735
"LOC107275356",-0.1134048539962,-0.215262114000094,-0.196092271412332,-0.216143926041373,-0.216702842775655,-0.21585789665658
"LOC107275357",8.53806343051092,8.95307865244768,9.01836024211959,7.5575170425708,7.44237700383832,7.84780325933821
"LOC107275358",0,0,0,0,0,0
"LOC107275360",4.80918558900298,4.65770436113388,4.68109889645307,4.49479740043135,4.38628319426788,4.28024535023705
"LOC107275362",0,0,0,0,0,0
"LOC107275363",0,0,0,0,0,0
"LOC107275364",-1.05895194642204,-1.05866051244449,-1.02339523373744,-1.06109354839465,-1.06142844500065,-1.03899357726814
"LOC107275365",0,0,0,0,0,0
"LOC107275366",0,0,0,0,0,0
"LOC107275367",1.74276496972037,1.71801275083495,1.78384541338185,1.83487270867248,1.79790265899759,1.71278557321454
"LOC107275368",9.03191362999774,8.75324630236934,9.13627006649588,8.42499398192083,8.72118714438344,8.41989621280115
"LOC107275369",0,0,0,0,0,0
"LOC107275370",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275371",-1.96490925458673,-1.96479432659383,-1.96626993031566,-1.95736489027658,-1.96644380446624,-1.9654275153884
"LOC107275372",0,0,0,0,0,0
"LOC107275373",0,0,0,0,0,0
"LOC107275374",0,0,0,0,0,0
"LOC107275375",0,0,0,0,0,0
"LOC107275376",9.66137304975105,9.77978368215572,9.59606928876118,8.87207094089596,9.2309323529416,9.22839542438025
"LOC107275377",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275378",4.85278059779247,4.70040358701811,4.69705359598215,4.86522103035633,4.66596283934184,4.8285602971804
"LOC107275379",0,0,0,0,0,0
"LOC107275380",0,0,0,0,0,0
"LOC107275381",1.94564530689589,1.89736851085118,1.83817224980983,1.94851121098663,2.01886733218667,1.91199040681701
"LOC107275382",3.03022412650161,2.96733197090125,3.19474164783563,2.73924576183558,2.73048030080865,2.71634095587637
"LOC107275383",0,0,0,0,0,0
"LOC107275384",5.17376543695434,4.5917900336572,4.31451011071963,6.25428695577949,5.94771813157287,7.55079191746955
"LOC107275385",0,0,0,0,0,0
"LOC107275386",0,0,0,0,0,0
"LOC107275387",0,0,0,0,0,0
"LOC107275389",-0.297540470715163,-0.323529287723698,-0.304640080319494,-0.302117397205037,-0.305444276662004,-0.300415963208671
"LOC107275391",0,0,0,0,0,0
"LOC107275392",0,0,0,0,0,0
"LOC107275393",0,0,0,0,0,0
"LOC107275394",2.39965946034928,2.31955478618345,2.37427899167985,2.42685746268146,2.58044691632386,2.54129608045265
"LOC107275395",1.84603796631372,1.82131286769708,1.90514462333698,1.85687758473604,1.95189911278083,1.86217700882978
"LOC107275396",0,0,0,0,0,0
"LOC107275397",3.217921522603,3.19156190969316,3.11036150834424,3.4364158726013,3.46267349556827,3.80925812481737
"LOC107275398",0,0,0,0,0,0
"LOC107275399",0,0,0,0,0,0
"LOC107275400",0,0,0,0,0,0
"LOC107275401",0,0,0,0,0,0
"LOC107275402",-1.96482959410508,-1.9647271797446,-1.95856660848791,-1.96558218581825,-1.96619705855456,-1.96529142544162
"LOC107275403",4.41314661337717,4.26336725370342,4.30891722645371,4.59323413424155,4.66114494541037,4.58151201511079
"LOC107275404",0,0,0,0,0,0
"LOC107275405",0,0,0,0,0,0
"LOC107275406",0.661286040812154,0.635242612142415,0.711047267788706,0.656038964191096,0.632710538764345,0.725751972295005
"LOC107275407",0,0,0,0,0,0
"LOC107275408",0.995775687913955,1.04765333110158,1.03857056004454,0.941692688344234,0.960207091655102,0.942331084778042
"LOC107275409",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275410",1.73687452427465,1.71200054637447,1.74016864584112,1.78970102760057,1.75627350563529,1.81869161723976
"LOC107275411",1.48525538304292,1.48565551310428,1.48097673681526,1.67624349952356,1.52155332769918,1.66800901400011
"LOC107275412",-0.0466105140439302,0.00641775488164629,0.0113166531343208,-0.0474541305333156,-0.0480662843264118,-0.0233269101419821
"LOC107275413",5.38537231502853,5.41199868785791,5.06673860014754,13.0359807964676,12.5813563871187,13.2398187416403
"LOC107275414",-0.587377024404124,-0.586724775206303,-0.614496115967239,-0.614183841429804,-0.576065534103787,-0.613972988520103
"LOC107275415",3.51048953775756,3.42530658947209,3.57134743330258,3.52134106640252,3.43282668653681,3.39949254022271
"LOC107275416",3.37319070469623,3.37552736558025,3.34750083857058,4.35993534919855,3.92728439165464,3.79428441962119
"LOC107275417",0,0,0,0,0,0
"LOC107275418",0,0,0,0,0,0
"LOC107275419",0,0,0,0,0,0
"LOC107275420",3.02300324919295,3.14879906064153,3.25633787149147,3.08921404267659,3.02888822182049,3.240070928503
"LOC107275421",6.06382773005396,5.94070834021575,5.52977683518805,4.35969432980634,4.21203594943954,4.4835249039658
"LOC107275423",-1.48783604510857,-1.46958713853083,-1.49075600162704,-1.48964841209677,-1.49112912870544,-1.47094593674322
"LOC107275424",0.429659299637182,0.508985222675505,0.427793644079609,0.428456311436158,0.447351302466085,0.521629421020349
"LOC107275425",0,0,0,0,0,0
"LOC107275426",-0.993550125995304,-0.944076831622788,-0.97455808623457,-0.995569406006468,-0.995921153429177,-0.995067940731687
"LOC107275427",0,0,0,0,0,0
"LOC107275428",3.77036644831385,3.83446072465279,3.80035306336522,4.38619543475688,4.3367793428682,4.43716299044005
"LOC107275429",7.80618839207685,7.76881708248718,7.67174544198781,7.69563742774715,7.35959469085175,7.59378436164465
"LOC107275430",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275431",0,0,0,0,0,0
"LOC107275432",0,0,0,0,0,0
"LOC107275434",0,0,0,0,0,0
"LOC107275435",1.02350359925949,0.922287403424766,0.959723979666384,1.02766786996541,0.938822846969983,0.920988451715569
"LOC107275436",-1.96480450110563,-1.96470600708687,-1.96597060883439,-1.96552828419586,-1.9589302689356,-1.96524865389934
"LOC107275437",2.68626376510359,2.7608313561487,2.74074563659577,2.66270150187471,2.62655642387605,2.71488635734521
"LOC107275438",6.813476707778,6.76547918718711,6.81558157639141,6.64711275753763,6.60010630456649,6.38321794751195
"LOC107275439",0,0,0,0,0,0
"LOC107275440",0,0,0,0,0,0
"LOC107275441",0,0,0,0,0,0
"LOC107275442",0,0,0,0,0,0
"LOC107275443",0,0,0,0,0,0
"LOC107275444",5.80909191829047,6.19604578522539,5.90243632884876,5.03025702631164,4.73594592992875,4.95746282620664
"LOC107275445",0,0,0,0,0,0
"LOC107275446",4.92651589949572,4.86570206611781,4.58570518142286,7.78788700402116,7.13474764442984,7.59016788635862
"LOC107275447",0,0,0,0,0,0
"LOC107275448",0,0,0,0,0,0
"LOC107275449",2.13245824586183,2.18454396820733,2.16622580961219,2.0731253557743,2.14368032925948,2.21041890790291
"LOC107275450",0,0,0,0,0,0
"LOC107275451",4.90805695588242,4.74574427000098,4.84364897392353,4.35037138944148,4.46719888811328,4.41622108448822
"LOC107275452",4.84569660669346,4.89052243871604,4.78528347377413,6.62524349846095,6.06207585623975,6.5350666064975
"LOC107275453",-1.48714062589443,-1.48693187451482,-1.48961211198267,-1.48867463496949,-1.47469058999357,-1.47284463635148
"LOC107275454",0,0,0,0,0,0
"LOC107275455",0,0,0,0,0,0
"LOC107275456",0.52463106655166,0.551830170336039,0.543018020685989,0.567854390078932,0.634328648625453,0.523831262829342
"LOC107275457",1.2454868164115,1.17310810882663,1.15668804710441,1.11700943621754,1.13548972164429,1.18868518823558
"LOC107275458",5.66912742274056,5.68975845105065,5.67249593828751,7.56690344811753,7.83085522657904,7.77677731867943
"LOC107275459",0,0,0,0,0,0
"LOC107275460",0,0,0,0,0,0
"LOC107275461",-1.48783604510857,-1.46958713853083,-1.49075600162704,-1.48964841209677,-1.49112912870544,-1.47094593674322
"LOC107275462",0,0,0,0,0,0
"LOC107275464",0,0,0,0,0,0
"LOC107275465",1.29719544751055,1.24563318962935,1.37484608214155,1.35003009111027,1.26131152399884,1.26787223400731
"LOC107275466",0,0,0,0,0,0
"LOC107275467",0,0,0,0,0,0
"LOC107275468",0,0,0,0,0,0
"LOC107275469",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275470",4.53841904120561,4.55263630174501,4.36905857807498,7.23880242806004,7.52332470908225,7.71861542081695
"LOC107275471",0,0,0,0,0,0
"LOC107275472",-0.962621324148734,-1.01021487338756,-1.01289481581679,-1.01263893906567,-0.992721681744041,-1.01202342458551
"LOC107275473",3.26982928488829,3.23662042944995,3.11402338253563,3.01748643979776,2.91343457358938,2.90547031723673
"LOC107275474",5.70587783637304,5.73715083946143,5.7720283348665,4.60600509372701,4.44459483409876,4.60754572446093
"LOC107275475",0,0,0,0,0,0
"LOC107275476",0,0,0,0,0,0
"LOC107275477",0,0,0,0,0,0
"LOC107275478",-1.96490925458673,-1.96479432659383,-1.96626993031566,-1.95736489027658,-1.96644380446624,-1.9654275153884
"LOC107275479",4.36836925594251,4.41752892176511,4.22961349480283,4.42047208114103,4.49666195590529,4.36385892307055
"LOC107275480",2.76214237459919,2.81289311846523,2.72019236615024,2.67150149806689,2.80228056296951,2.76675819375645
"LOC107275481",0,0,0,0,0,0
"LOC107275482",6.82518821877265,6.28870310370583,6.2377186335822,9.48881282549165,9.06553170226604,9.3112151130038
"LOC107275483",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275484",0,0,0,0,0,0
"LOC107275485",0.311588963528284,0.31286064661537,0.278030825449883,0.258187987698617,0.277150437355457,0.282651034160815
"LOC107275486",0,0,0,0,0,0
"LOC107275487",1.98313493984774,2.03577258339236,1.94564899896461,2.03584718848035,2.07298366431442,2.04381115929306
"LOC107275488",3.82021362651492,3.872293262677,3.82568378956858,4.04306892446587,3.95784778486261,3.89515355246646
"LOC107275489",4.21148679989054,4.17775717654298,4.16590558514375,5.49571457146653,5.47343914683375,5.98571204915423
"LOC107275490",6.64263193839341,6.56020472675286,6.67905228889866,7.1767361767135,7.24890730028002,7.21533543883135
"LOC107275491",0,0,0,0,0,0
"LOC107275492",-0.36812416888273,-0.368027959584072,-0.369146339707008,-0.304137998582553,-0.349981771752579,-0.344997947018493
"LOC107275493",0,0,0,0,0,0
"LOC107275494",1.28174984467597,1.28217172885411,1.27720611211277,1.68164366972434,1.27668553220162,1.27992076056901
"LOC107275495",0,0,0,0,0,0
"LOC107275496",4.80660696416689,4.82194417228798,4.80103146957026,3.96352400050158,3.98525995907884,3.97759680820049
"LOC107275497",0,0,0,0,0,0
"LOC107275498",0,0,0,0,0,0
"LOC107275499",-1.96480450110563,-1.96470600708687,-1.96597060883439,-1.96552828419586,-1.9589302689356,-1.96524865389934
"LOC107275500",-1.96496387723056,-1.96484032031969,-1.96642671396444,-1.9658718349309,-1.96661364277425,-1.95650228857342
"LOC107275501",1.88807048354079,1.94224087749917,1.90343645791852,2.05255334997268,1.9956305559239,2.06375406240289
"LOC107275502",-1.96480450110563,-1.96470600708687,-1.96597060883439,-1.96552828419586,-1.9589302689356,-1.96524865389934
"LOC107275504",0,0,0,0,0,0
"LOC107275506",0,0,0,0,0,0
"LOC107275508",-0.328510403586041,-0.301708015707026,-0.329574274692166,-0.264138982707436,-0.310289156513685,-0.32894178000515
"LOC107275509",5.04386902480189,5.13193834417456,4.9319391025352,7.69343045029308,7.20127799841457,8.00434872190643
"LOC107275510",0,0,0,0,0,0
"LOC107275511",0,0,0,0,0,0
"LOC107275512",1.74196403137088,1.74300381964097,1.79179345141087,1.75771334357172,1.76934241736192,1.95555603043827
"LOC107275513",-0.979655357640332,-0.979344522078712,-0.981705381402391,-0.938686796945059,-0.981777715561434,-0.958368303408894
"LOC107275514",0.993823315779165,0.840751740069828,0.899836524417166,0.862175099323568,0.837551052356969,0.864305363786657
"LOC107275515",0,0,0,0,0,0
"LOC107275516",1.80341836710755,1.80547915101403,1.78131334970371,1.81041215052432,1.79748014853959,1.81698275029148
"LOC107275517",0,0,0,0,0,0
"LOC107275518",-0.71269365926167,-0.712618490969649,-0.693613768809118,-0.648832671578936,-0.713582152020984,-0.713017500505483
"LOC107275519",2.51488617733227,2.61690963020392,2.7040170544,2.54167584397943,2.56124883329471,2.45603908510327
"LOC107275520",0,0,0,0,0,0
"LOC107275521",0,0,0,0,0,0
"LOC107275522",2.87090169400073,2.79749678771687,2.85206554094989,3.00095443831404,2.91747623223862,2.9802780687458
"LOC107275523",0,0,0,0,0,0
"LOC107275524",7.18859917335111,7.15256013323882,7.32222487771365,7.02684383102985,7.22598575788979,6.80561846997217
"LOC107275525",5.72942319241551,6.24889849855115,6.01063589741936,5.06546027507796,5.86808367844917,5.1463638310662
"LOC107275526",0,0,0,0,0,0
"LOC107275527",-0.116680006568027,-0.116565089963932,-0.117901201167079,-0.0321928415490893,-0.098723019307867,-0.093595316254889
"LOC107275528",0,0,0,0,0,0
"LOC107275529",0,0,0,0,0,0
"LOC107275530",-1.96496387723056,-1.96484032031969,-1.96642671396444,-1.9658718349309,-1.96661364277425,-1.95650228857342
"LOC107275531",0,0,0,0,0,0
"LOC107275532",0,0,0,0,0,0
"LOC107275533",1.24142530401068,1.31904906099248,1.34552559854136,1.2354493685212,1.23109662638163,1.2376725153011
"LOC107275534",0,0,0,0,0,0
"LOC107275535",0,0,0,0,0,0
"LOC107275536",0,0,0,0,0,0
"LOC107275537",5.12155239452972,5.05432716876675,4.60135872247053,5.62749651630709,5.68418449472116,5.45440901324957
"LOC107275538",0,0,0,0,0,0
"LOC107275539",0,0,0,0,0,0
"LOC107275540",-1.96508018549461,-1.9545712284826,-1.96676169432358,-1.96612386921823,-1.96697656617961,-1.96572064677072
"LOC107275541",1.44259243270529,1.39277648275782,1.47762148951835,1.47054638773227,1.40045912964639,1.36402822165022
"LOC107275542",0,0,0,0,0,0
"LOC107275543",0,0,0,0,0,0
"LOC107275544",1.23861468631894,1.24108980066124,1.12977791466941,1.24278046241469,1.12940425983749,1.13173707412835
"LOC107275545",0.316654545999328,0.316811253742169,0.354735032700171,0.380680982846752,0.314800032702717,0.385219631855911
"LOC107275546",-1.48672841688263,-1.48654210431881,-1.48893424139222,-1.48809753436697,-1.46201717318148,-1.48756858206995
"LOC107275547",-0.502439315985192,-0.501777655779744,-0.52982463232436,-0.485043349908026,-0.529931817435211,-0.529261026053228
"LOC107275548",-1.96482959410508,-1.9647271797446,-1.95856660848791,-1.96558218581825,-1.96619705855456,-1.96529142544162
"LOC107275549",2.32823094534022,2.35707860509104,2.28161714119712,2.28873727050654,2.33897724495773,2.58760266322387
"LOC107275550",0,0,0,0,0,0
"LOC107275551",0,0,0,0,0,0
"LOC107275552",0,0,0,0,0,0
"LOC107275553",0,0,0,0,0,0
"LOC107275554",0,0,0,0,0,0
"LOC107275555",0,0,0,0,0,0
"LOC107275557",0,0,0,0,0,0
"LOC107275558",0.718060455933673,0.771705897372023,0.715788036840444,0.782758880689822,0.71553079636203,0.831400951545843
"LOC107275559",0,0,0,0,0,0
"LOC107275560",0,0,0,0,0,0
"LOC107275561",0,0,0,0,0,0
"LOC107275562",0,0,0,0,0,0
"LOC107275563",0,0,0,0,0,0
"LOC107275564",-1.96480450110563,-1.96470600708687,-1.96597060883439,-1.96552828419586,-1.9589302689356,-1.96524865389934
"LOC107275565",0,0,0,0,0,0
"LOC107275566",9.03143813894883,8.82368203863593,8.9720080342679,8.89580769746697,8.9911076920144,8.74792128476197
"LOC107275567",4.54674047915605,4.53576436168961,4.58084065533085,4.66084323548397,4.62119245228297,4.79862361509394
"LOC107275568",0,0,0,0,0,0
"LOC107275569",0,0,0,0,0,0
"LOC107275570",4.73379096430736,4.74484140648954,4.60875360527323,6.28967670788812,5.24800582043251,6.24511708113708
"LOC107275571",1.19288275620271,1.22011374967055,1.18975443162794,1.2979767765206,1.26546175836554,1.30534316444657
"LOC107275572",0,0,0,0,0,0
"LOC107275573",2.3339578415314,2.12210386707088,2.18145215983223,2.10837093635824,2.09956458657554,2.16027221846898
"LOC107275574",0,0,0,0,0,0
"LOC107275575",4.05323222140752,3.98874745647168,3.97277107432423,4.25018318934504,4.39582055186847,4.17744513943465
"LOC107275576",12.1420111385837,12.1052057960985,12.1414594568183,11.9676697712016,11.7792262835472,11.924938038409
"LOC107275577",0,0,0,0,0,0
"LOC107275578",-0.539915517255023,-0.539826552647875,-0.443429580579647,-0.54052589565401,-0.540969005749129,-0.54029908503374
"LOC107275580",0,0,0,0,0,0
"LOC107275581",0,0,0,0,0,0
"LOC107275582",0,0,0,0,0,0
"LOC107275583",0,0,0,0,0,0
"LOC107275584",0,0,0,0,0,0
"LOC107275585",0.349057173210045,0.376002784798219,0.367511797705164,0.413273143927727,0.366631910763903,0.395285748968201
"LOC107275586",5.73224937624347,5.62323333805255,5.72414875696336,5.39958667705026,5.39235281104851,5.82838141390722
"LOC107275587",0,0,0,0,0,0
"LOC107275589",-1.48672841688263,-1.48654210431881,-1.48893424139222,-1.48809753436697,-1.46201717318148,-1.48756858206995
"LOC107275590",8.55916010498592,8.43209030530046,8.47458549853919,9.6514562179783,9.49468687636137,9.65694036325644
"LOC107275591",6.13468573194986,6.10455620001213,6.03063372352922,6.05730834704016,6.048895636426,6.38730483384989
"LOC107275592",7.05727983402542,6.90126000609425,6.90291086916322,7.48897435578595,7.37211700708533,7.73967590890518
"LOC107275593",3.63574227503647,3.54951291611084,3.71197035287118,3.50952766379713,3.65430626668451,3.68475512204814
"LOC107275594",0.0640337547674614,0.0641628493407299,0.0825648195876761,0.0851812170996701,0.118904984475573,0.10980092694593
"LOC107275596",4.40552323006548,4.72085453131001,4.52299686554498,4.21855869670704,4.1149372035259,4.13260810272937
"LOC107275597",0,0,0,0,0,0
"LOC107275598",0,0,0,0,0,0
"LOC107275599",0,0,0,0,0,0
"LOC107275600",2.57467786788484,2.60222383569561,2.57613078959552,2.53049721754505,2.57088058747301,2.60337053175587
"LOC107275601",-1.96482959410508,-1.9647271797446,-1.95856660848791,-1.96558218581825,-1.96619705855456,-1.96529142544162
"LOC107275602",0,0,0,0,0,0
"LOC107275603",0,0,0,0,0,0
"LOC107275604",5.23555506847024,5.36703858938629,4.90140793442865,11.0565931412349,10.6026436904567,10.9425845006615
"LOC107275605",4.26644700453241,4.35795949509436,4.2072840342342,4.52866825832927,4.24440898979366,4.37702923566199
"LOC107275606",2.62273529686849,2.60230290455189,2.56290688798713,2.55469929627859,2.6467773136354,2.62760993826613
"LOC107275607",0,0,0,0,0,0
"LOC107275608",4.18621518204728,4.11831527076344,4.26779053279792,4.30885004868928,4.65893315046251,4.53527221538886
"LOC107275609",-1.48699865514358,-1.48679763348546,-1.48937862615236,-1.47380273494301,-1.47500962366843,-1.48790515009806
"LOC107275611",0,0,0,0,0,0
"LOC107275612",11.7556792967683,11.7575376688572,11.7704162309012,10.9559694721636,10.8574276509708,11.2854552240017
"LOC107275613",0.13575564357292,0.137014482982686,0.0817469363162927,0.12709220391239,0.081580158338845,0.082623453525986
"LOC107275614",0,0,0,0,0,0
"LOC107275615",8.07255514716634,8.15162623669726,8.10770042963576,8.34185269857077,8.20942289498306,8.16327894695069
"LOC107275616",6.71330676117985,5.74703094077747,6.12808547211191,6.84023782236825,6.66870405185127,6.50955129694856
"LOC107275617",0,0,0,0,0,0
