"GeneID" "Symbol" "LocusTag" "Synonyms" "description" "type_of_gene" "Other_designations" "RAPdb_ID" "funrice" "logFC.fls2DEG_germfree" "logFC.fls2DEG_microbiota" "logFC.fls2DEG_x_microbiota" "logCPM" "F" "PValue" "FDR"
"LOC107275772" 107275772 "LOC107275772" "OSNPB_040561800" "-" "GDSL esterase/lipase At4g16230" "protein-coding" "GDSL esterase/lipase At4g16230|Os04g0561800" "Os04g0561800" "-" -1.74213755030175 -0.534705342266022 1.20743220803573 2.16760379234606 7.43848478318339 0.00576734842024018 0.0289330629886848
"LOC107275773" 107275773 "LOC107275773" "OSNPB_110466300" "-" "uncharacterized LOC107275773" "protein-coding" "uncharacterized protein LOC107275773|Os11g0466300" "Os11g0466300" "-" 0.714202656653172 -0.776569774163329 -1.4907724308165 2.58533614418224 21.2653735257075 2.85593305612016e-05 0.000860772427534569
"LOC107275836" 107275836 "LOC107275836" "OSNPB_020199200" "-" "uncharacterized LOC107275836" "protein-coding" "uncharacterized protein LOC107275836|Os02g0199200|P0026H03.27" "Os02g0199200" "-" 1.30073547947109 0.289508735581255 -1.01122674388984 -1.11097942269055 8.98416942375594 0.00234121517297217 0.0154811257072779
"LOC107275877" 107275877 "LOC107275877" "OSNPB_030182000" "-" "probable flavin-containing monooxygenase 1" "protein-coding" "probable flavin-containing monooxygenase 1|Os03g0182000" "Os03g0182000" "-" -1.29058784107913 -1.22955884223632 0.0610289988428103 1.79985181007879 8.53872094166274 0.00329881563677373 0.0195414441022621
"LOC107275925" 107275925 "LOC107275925" "OSNPB_040523500" "CKX8|OsCKX8|OsJ_15507" "cytokinin dehydrogenase 8" "protein-coding" "cytokinin dehydrogenase 8|Cytokinin oxidase 8|LOC_Os04g44230|OSJNBb0065J09.8" "Os04g0523500" "-" -1.1047240866315 -0.499406266693828 0.605317819937675 -0.503190226249205 11.1507775538102 0.000886824409648574 0.00813881351443356
"LOC107275934" 107275934 "LOC107275934" "OSNPB_030304200" "-" "uncharacterized LOC107275934" "protein-coding" "uncharacterized protein LOC107275934|Os03g0304200" "Os03g0304200" "-" -1.63047668134387 -0.0579354388466207 1.57254124249725 2.87023897084094 18.1362916062792 8.4763143694845e-05 0.00171931554137935
"LOC107275940" 107275940 "LOC107275940" "OSNPB_110265300" "-" "uncharacterized protein DDB_G0271670" "protein-coding" "uncharacterized protein DDB_G0271670|Os11g0265300" "Os11g0265300" "-" -0.929678919592452 0.726483774837832 1.65616269443028 2.20506798645322 12.9849326588999 0.000423047518282889 0.00491301144820798
"LOC107275952" 107275952 "LOC107275952" "OSNPB_060162550" "-" "carotenoid 9,10(9',10')-cleavage dioxygenase 1" "protein-coding" "carotenoid 9,10(9',10')-cleavage dioxygenase 1|Os06g0162550" "Os06g0162550" "OsZAS2" 2.07924623028655 0.0855371343865352 -1.99370909590001 3.3696956257671 18.0761517680838 0.000109461599478023 0.00200023677405705
"LOC107275954" 107275954 "LOC107275954" "OSNPB_050444500" "-" "solute carrier family 35 member F2" "protein-coding" "solute carrier family 35 member F2|Os05g0444500" "Os05g0444500" "-" -1.1348331840949 -0.520910636426469 0.613922547668428 -1.69403775440395 5.26752526756505 0.017185317890827 0.0605312633061092
"LOC107275960" 107275960 "LOC107275960" "OSNPB_080413200" "-" "uncharacterized LOC107275960" "protein-coding" "uncharacterized protein LOC107275960|OSJNBa0007M04.26|Os08g0413200" "Os08g0413200" "-" -1.47013680447863 -0.634755618748584 0.835381185730041 0.00963544089758293 12.2495517884983 0.000564661571932387 0.00597848018377839
"LOC107275983" 107275983 "LOC107275983" "OSNPB_040506700" "-" "G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130" "protein-coding" "G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130|Os04g0506700" "Os04g0506700" "SDRLK-29" -0.586660433352528 0.831864532356541 1.41852496570907 3.1755780253043 24.4346374012231 1.23993378623547e-05 0.000507819224945592
"LOC107276042" 107276042 "LOC107276042" "OSNPB_080152000" "NIP3-2|OJ1349_D05.108" "aquaporin NIP3-2-like" "protein-coding" "aquaporin NIP3-2|LOC_Os08g05590|NOD26-like intrinsic protein 3-2|P0443G08.140|putative nodulin" "Os08g0152000" "OsNIP3;2" -1.06185309190691 -0.290734990008462 0.771118101898446 1.96140621611067 5.30659237042973 0.017474540452079 0.0611332711365791
"LOC107276043" 107276043 "LOC107276043" "OSNPB_050319100" "-" "putative mannan endo-1,4-beta-mannosidase 5" "protein-coding" "putative mannan endo-1,4-beta-mannosidase 5|Os05g0319100" "Os05g0319100" "-" -1.53067176698714 -0.147484710190957 1.38318705679619 1.10584321450068 20.0055786805504 4.08086153668111e-05 0.00106708227542799
"LOC107276064" 107276064 "LOC107276064" "OSNPB_090564400" "-" "zingipain-2" "protein-coding" "zingipain-2|OSJNBa0042B15.15|Os09g0564400|putative cysteine proteinase" "Os09g0564400" "-" 1.05414868079278 -0.41695472364408 -1.47110340443686 11.8410280302611 8.50765718191628 0.00314177003037002 0.018921396709149
"LOC107276095" 107276095 "LOC107276095" "OSNPB_040345800" "-" "1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 3" "protein-coding" "1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 3|Os04g0345800" "Os04g0345800" "-" 1.19468123818283 -0.303487380100643 -1.49816861828347 3.2127833752309 7.28285778687423 0.00623416564808819 0.0305486753155141
"LOC107276112" 107276112 "LOC107276112" "OSNPB_050536600" "-" "65-kDa microtubule-associated protein 1" "protein-coding" "65-kDa microtubule-associated protein 1|Os05g0536600" "Os05g0536600" "-" -0.246722644889232 -1.50322464685401 -1.25650200196478 -1.94346834913907 9.51796729033614 0.00182312559357762 0.0131555717700372
"LOC107276124" 107276124 "LOC107276124" "OSNPB_050158099" "-" "vacuolar import and degradation protein 30" "protein-coding" "uncharacterized protein LOC107276124|vacuolar import and degradation protein 30|Os05g0158099" "Os05g0158099" "-" -1.31406616484682 -0.966840439955482 0.347225724891335 -1.08966959941195 7.21800337352951 0.00568354209424052 0.0286416238166684
"LOC107276148" 107276148 "LOC107276148" "OSNPB_070207600" "OJ1119_B04.34|OJ1559_F09.104" "polygalacturonase" "protein-coding" "polygalacturonase|Os07g0207600|putative polygalacturonase PG1" "Os07g0207600" "-" -3.91007837927309 -0.417057069129377 3.49302131014372 0.0563962787959696 45.3185245524308 2.18538154976972e-07 4.02924071389956e-05
"LOC107276168" 107276168 "LOC107276168" "OSNPB_070190650" "-" "protein NRT1/ PTR FAMILY 2.9" "protein-coding" "protein NRT1/ PTR FAMILY 2.9|OSJNBb0003E08.25|Os07g0190650|putative nitrate transporter NRT1-5" "Os07g0190650" "-" -0.702024072363069 -1.94706848846824 -1.24504441610517 -1.99172693738527 9.27036362030956 0.00204544853300334 0.0142081419775875
"LOC107276188" 107276188 "LOC107276188" "OSNPB_010813300" "AP2D10" "AP2-like ethylene-responsive transcription factor At1g16060" "protein-coding" "AP2-like ethylene-responsive transcription factor At1g16060|OSJNBa0085D07.9|Os01g0813300|P0425G02.40|P0432B10.13|putative AP2/EREBP transcription factor WRINKLED1|transcription factor AP2D10" "Os01g0813300" "-" -1.54212159745673 -0.211721425309083 1.33040017214765 -1.31456376786112 9.21964049405856 0.00209465842230009 0.0144571551488504
"LOC107276195" 107276195 "LOC107276195" "OSNPB_110293800" "-" "protein HEADING DATE 3A-like" "protein-coding" "protein HEADING DATE 3A-like|Os11g0293800" "Os11g0293800" "-" -1.1483710133852 1.61722320245824 2.76559421584344 4.76021604157897 25.9605731989568 1.49934661811531e-05 0.000566151588823372
"LOC107276200" 107276200 "LOC107276200" "OSNPB_030233600" "-" "uncharacterized LOC107276200" "protein-coding" "uncharacterized protein LOC107276200|Os03g0233600" "Os03g0233600" "-" 0.663152735047419 1.00059281726601 0.337440082218587 2.10867674623668 9.15330231191902 0.00226272732579964 0.0151347241122727
"LOC107276206" 107276206 "LOC107276206" "OSNPB_010568800" "B1114B07.3|B1114B07.5" "cysteine-rich receptor-like protein kinase 10" "protein-coding" "cysteine-rich receptor-like protein kinase 10|Os01g0568800|P0002B05.36|serine/threonine kinase-like protein" "Os01g0568800" "Gnk2-K1" -0.634612673924852 3.80365892690221 4.43827160082706 -1.69841424305201 20.4377646131538 3.60419512039734e-05 0.000988328037158435
"LOC107276217" 107276217 "LOC107276217" "OSNPB_020828200" "Os02g0828400" "uncharacterized LOC107276217" "protein-coding" "uncharacterized protein LOC107276217|Os02g0828200|P0452F04.36" "Os02g0828200" "-" 0.239564792613057 -1.31538668621353 -1.55495147882659 0.700652903119884 16.6771481317052 0.000113828523527887 0.0020450885403189
"LOC107276231" 107276231 "LOC107276231" "OSNPB_050280000" "-" "protein MIZU-KUSSEI 1" "protein-coding" "protein MIZU-KUSSEI 1|Os05g0280000" "Os05g0280000" "-" -1.96440978961049 -1.84280658369374 0.121603205916759 -1.61392442614004 12.2957060597864 0.000554352419573954 0.00589970445258363
"LOC107276239" 107276239 "LOC107276239" "OSNPB_070580766" "-" "uncharacterized LOC107276239" "protein-coding" "uncharacterized protein LOC107276239|Os07g0580766" "Os07g0580766" "-" 1.9895240302936 1.5719227316936 -0.417601298599993 -1.37533965777658 28.1524826758858 5.13783935177058e-06 0.000285561324802983
"LOC107276242" 107276242 "LOC107276242" "OSNPB_010607100" "-" "cyclin-dependent kinase inhibitor 1C" "protein-coding" "cyclin-dependent kinase inhibitor 1C|OSJNBa0090K04.13|Os01g0607100|P0704D04.21" "Os01g0607100" "OsLTP47" 3.52691585533345 4.74720533576308 1.22028948042963 -1.88229867302456 48.8804962744632 1.29159477983369e-07 2.74043609873603e-05
"LOC107276247" 107276247 "LOC107276247" "OSNPB_090431300" "-" "transcription factor MYB36" "protein-coding" "transcription factor MYB36|OSJNBa0016E03.37|OSJNBa0039E17.1|Os09g0431300|R2R3-MYB transcription factor-like protein" "Os09g0431300" "-" 0.567410260459435 -0.457885707585818 -1.02529596804525 4.68558884451391 11.3685771234033 0.000827312661602413 0.00770966835275282
"LOC107276248" 107276248 "LOC107276248" "OSNPB_070117200" "OJ1119_A04.113" "putative disease resistance protein RGA3" "protein-coding" "putative disease resistance protein RGA3|NBS-LRR protein|Os07g0117200" "Os07g0117200" "-" 1.34970332427168 -3.14290208665818 -4.49260541092987 -0.569397233540559 10.5667110317761 0.00123779936509484 0.0101569454347592
"LOC107276258" 107276258 "LOC107276258" "OSNPB_100163040" "-" "disease resistance protein RPM1" "protein-coding" "disease resistance protein RPM1|Os10g0163040" "Os10g0163040" "OsRLR1" -0.152210479873285 0.946114990811532 1.09832547068482 2.84537263167836 20.1631145859812 3.8993626471493e-05 0.00104008167426865
"LOC107276285" 107276285 "LOC107276285" "OSNPB_010595201" "-" "protein SODIUM POTASSIUM ROOT DEFECTIVE 3" "protein-coding" "protein SODIUM POTASSIUM ROOT DEFECTIVE 3|B1103C09.14|Os01g0595201|P0451D05.27" "Os01g0595201" "-" 0.665067868782959 -0.933301603476873 -1.59836947225983 1.66041066378418 10.6321324241062 0.0011073570171059 0.0093951388433225
"LOC107276314" 107276314 "LOC107276314" "OSNPB_110604900" "-" "disease resistance protein Pik-2-like" "protein-coding" "disease resistance protein Pik-2-like|Os11g0604900" "Os11g0604900" "-" 2.09713692241934 0.116564730474438 -1.98057219194491 2.44029153641754 44.7504962629451 2.38424969392e-07 4.17809104925699e-05
"LOC107276317" 107276317 "LOC107276317" "OSNPB_040161400" "-" "golgin subfamily A member 1" "protein-coding" "golgin subfamily A member 1|Os04g0161400" "Os04g0161400" "-" 2.5894357085505 1.50954937650878 -1.07988633204173 -0.89442751409871 7.87948053714077 0.00429427577584684 0.0235832310171507
"LOC107276326" 107276326 "LOC107276326" "OSNPB_070639100" "4CLL8|OJ1340_C08.126" "putative 4-coumarate--CoA ligase-like 8" "protein-coding" "putative 4-coumarate--CoA ligase-like 8|LOC_Os07g44560|putative 4-coumarate--CoA ligase" "Os07g0639100" "-" -1.41996599095113 -0.679337917274617 0.74062807367651 -0.556952267960517 13.2796889526904 0.000377873997105413 0.00454434702591818
"LOC107276345" 107276345 "LOC107276345" "OSNPB_080152100" "NIP3-3|OJ1349_D05.110|OsJ_025008|OsNIP3;3" "aquaporin NIP3-3-like" "protein-coding" "aquaporin NIP3-3|LOC_Os08g05600|NOD26-like intrinsic protein 3-3|putative nodulin" "Os08g0152100" "OsNIP3;3" 0.0694557663574862 1.57251000427466 1.50305423791717 -2.34981777622319 7.05782597277552 0.00619035454416793 0.0304047287128028
"LOC107276391" 107276391 "LOC107276391" "OSNPB_010136900" "-" "LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5" "protein-coding" "LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5|Os01g0136900|P0443D08.16|putative receptor serine/threonine kinase PR5K" "Os01g0136900" "-" 0.87513917582793 -0.325178428284019 -1.20031760411195 0.584539089412831 10.5146376288857 0.00116548690979661 0.00975520571274342
"LOC107276434" 107276434 "LOC107276434" "OSNPB_120277900" "-" "uncharacterized LOC107276434" "protein-coding" "uncharacterized protein LOC107276434|Os12g0277900" "Os12g0277900" "-" -1.60130443831923 -1.26585186541428 0.33545257290495 2.40510885655922 19.1269959039198 6.91196240066162e-05 0.00151108369970779
"LOC107276435" 107276435 "LOC107276435" "OSNPB_100510200" "-" "uncharacterized LOC107276435" "protein-coding" "uncharacterized protein LOC107276435|Os10g0510200" "Os10g0510200" "-" -1.57908572996299 -0.155284709994586 1.42380101996841 1.03724779584365 15.4189751936336 0.000173943585954146 0.00272899520357872
"LOC107276443" 107276443 "LOC107276443" "OSNPB_010637500" "P0004A09.5" "polygalacturonase At1g48100" "protein-coding" "polygalacturonase At1g48100|Os01g0637500|P0696E01.26|polygalacturonase PG1-like" "Os01g0637500" "-" -1.39764587989432 -0.418516296048381 0.97912958384594 -1.14635947929435 11.1629511044029 0.000882277146947997 0.00810542860704733
"LOC107276458" 107276458 "LOC107276458" "OSNPB_070127900" "OJ1212_C12.47" "pathogenesis-related protein PRB1-3" "protein-coding" "pathogenesis-related protein PRB1-3|B1249D05.26|Os07g0127900|putative pathogenesis-related protein" "Os07g0127900" "-" -3.29851970704614 -3.45012138608314 -0.151601679037003 -1.83042231814042 7.68627213146117 0.00585032589338366 0.0292068370557832
"LOC107276473" 107276473 "LOC107276473" "OSNPB_060663000" "-" "pollen receptor-like kinase 5" "protein-coding" "pollen receptor-like kinase 5|OSJNBb0065C04.25|Os06g0663000|putative receptor-like protein kinase PRK1" "Os06g0663000" "-" -1.55042854160109 -0.290800451756259 1.25962808984483 -2.74046859023938 5.50691068097589 0.0148781454384648 0.0549078327100935
"LOC107276477" 107276477 "LOC107276477" "OSNPB_110107266" "-" "cation/calcium exchanger 1" "protein-coding" "cation/calcium exchanger 1|Os11g0107266" "Os11g0107266" "-" 1.45065821558714 0.779314035381194 -0.671344180205938 -2.33621439012971 6.2854707381514 0.00946792959824736 0.0406940938069517
"LOC107276481" 107276481 "LOC107276481" "OSNPB_110434400" "-" "ankyrin repeat-containing protein At5g02620" "protein-coding" "ankyrin repeat-containing protein At5g02620|Os11g0434400" "Os11g0434400" "-" -1.66412259438101 0.239549181556566 1.90367177593758 -0.633931934475526 7.53169783205789 0.00482031381472107 0.0255180731728224
"LOC107276502" 107276502 "LOC107276502" "OSNPB_110549300" "-" "cysteine-rich receptor-like protein kinase 6" "protein-coding" "cysteine-rich receptor-like protein kinase 6|Os11g0549300" "Os11g0549300" "-" 2.98579269169003 1.47517660189959 -1.51061608979044 -0.490252748685131 25.4138396062388 9.73974894685872e-06 0.000429674007170497
"LOC107276601" 107276601 "LOC107276601" "OSNPB_020752600" "OJ1288_G09.6" "3',5'-nucleoside bisphosphate phosphatase" "protein-coding" "uncharacterized protein LOC107276601|Os02g0752600|P0431B06.47|putative PHP domain N-terminal region:PHP domain C-terminal region" "Os02g0752600" "-" -1.7388162275294 -0.912656776320815 0.826159451208581 1.96028630379535 32.3701040459167 2.09674210824052e-06 0.000165643287909963
"LOC107276607" 107276607 "LOC107276607" "OSNPB_020830350" "OJ1124_D06.21|OJ1124_D06.22" "uncharacterized LOC107276607" "protein-coding" "uncharacterized protein LOC107276607|Os02g0830350|Os02g0830400|Os02g0830500" "Os02g0830350" "-" 1.19870981321571 2.81872354423523 1.62001373101953 -0.404832358509284 24.4556485277865 1.23343359743113e-05 0.000507301750672676
"LOC107276634" 107276634 "LOC107276634" "OSNPB_050493200" "-" "uncharacterized LOC107276634" "protein-coding" "uncharacterized protein LOC107276634|Os05g0493200" "Os05g0493200" "-" -1.26940526066529 -0.175936164303363 1.09346909636193 0.157309046915663 13.9453420750784 0.000294463062796975 0.003874102126385
"LOC107276646" 107276646 "LOC107276646" "-" "-" "uncharacterized LOC107276646" "protein-coding" "uncharacterized protein LOC107276646" "-" "-" -1.01837930966619 0.830037735776184 1.84841704544237 0.748072700907215 20.4136939313267 3.62903523022135e-05 0.000992010509659892
"LOC107276719" 107276719 "LOC107276719" "OSNPB_110586200" "-" "putative calmodulin-like protein 6" "protein-coding" "putative calmodulin-like protein 6|Os11g0586200" "Os11g0586200" "-" -1.5346566887069 -0.37971799356235 1.15493869514455 2.1571170757173 9.54727533216147 0.00198573506027722 0.0139225389723187
"LOC107276734" 107276734 "LOC107276734" "OSNPB_110113900" "-" "E3 ubiquitin-protein ligase EL5" "protein-coding" "E3 ubiquitin-protein ligase EL5|Os11g0113900" "Os11g0113900" "-" 5.93287740994878 4.99295905211169 -0.939918357837092 -0.74114342922607 86.4883845386472 2.07684210314285e-09 1.32195944727193e-06
"LOC107276750" 107276750 "LOC107276750" "OSNPB_020561000" "EL5" "E3 ubiquitin-protein ligase EL5" "protein-coding" "E3 ubiquitin-protein ligase EL5|Os02g0561000|P0435E12.28" "Os02g0561000" "EL5.4" 0.471483342670055 2.54027240200934 2.06878905933928 -2.02142451324384 8.41999810046823 0.00307600799076693 0.0186556255955451
"LOC107276760" 107276760 "LOC107276760" "OSNPB_110677200" "-" "transposon Tf2-1 polyprotein" "protein-coding" "uncharacterized protein LOC107276760|Os11g0677200" "Os11g0677200" "-" -0.291020965310344 1.25060785518429 1.54162882049463 0.977606225287646 15.7447598443739 0.000155523981889159 0.00251225264762827
"LOC107276766" 107276766 "LOC107276766" "OSNPB_090521300" "-" "transcription factor PCF2-like" "protein-coding" "transcription factor PCF2-like|Os09g0521300|P0669G04.20|transcription factor -like" "Os09g0521300" "-" -1.19352136091271 -1.41154003666821 -0.218018675755501 -0.98340543904539 13.0894902898248 0.000406363621336218 0.00475853046552889
"LOC107276794" 107276794 "LOC107276794" "OSNPB_070139900" "OJ1417_E01.126" "atrophin-1" "protein-coding" "atrophin-1|Os07g0139900|thaumatin-like protein" "Os07g0139900" "-" 1.07980730673102 0.0849999327046136 -0.994807374026404 -1.09048786678897 4.19740378670482 0.0338389756830872 0.0962497261316793
